num;bdd;sub;age;sex;sco;sta;anc;job;deg;stc;enf;cho;lan;ste;su_1;su_2;su_3;su_4;su_5;su_6;su_7;su_8;su_9;su_10;su_11;su_12;su_13;su_14
242;1;242_1;2;1;4;1;2;;;;;;;;2;1;5;3;1;4;2;1;4;3;4;2;3;1
508;1;508_1;3;2;3;1;8;;;;;;;;4;3;3;3;2;2;1;2;2;2;2;1;2;1
640;3;20_3;25 à 34 ans;Femme;Maîtrise (études universitaires de 2e cycle);;10 ans et plus;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1
696;3;76_3;;Femme;D.E.C. (études collégiales);;1 à 5 ans;;;;;;;;2;2;2;2;4;2;1;1;1;1;1;3;1;1
706;3;86_3;35 à 44 ans;Femme;D.E.C. (études collégiales);;10 ans et plus;;;;;;;;1;1;1;2;1;2;1;1;1;1;1;2;1;1
990;6;14_6;35;2;6;;;;;2;3;2;;1;1;1;1;1;1;1;1;1;4;1;1;4;1;1
1164;6;188_6;20;2;6;;;;;1;1;1;2;1;5;4;4;4;3;3;1;4;3;1;2;2;1;1
96;1;96_1;3;1;3;1;16;;;;;;;;2;4;6;5;2;7;1;3;6;6;3;2;7;2
108;1;108_1;2;1;3;1;2;;;;;;;;2;4;7;5;3;4;2;2;6;6;3;2;7;2
150;1;150_1;3;1;3;1;4;;;;;;;;2;2;5;4;2;4;2;2;2;2;2;2;3;2
162;1;162_1;2;2;3;1;8;;;;;;;;5;4;5;4;3;4;2;2;5;2;3;2;4;2
178;1;178_1;2;1;4;1;5.5;;;;;;;;3;6;6;6;3;6;3;2;6;6;6;2;6;2
222;1;222_1;3;1;4;1;3;;;;;;;;2;4;5;3;3;5;4;2;6;7;6;1;6;2
244;1;244_1;2;1;3;1;75;;;;;;;;1;2;4;6;2;3;1;2;2;2;2;2;5;2
256;1;256_1;3;1;3;1;5;;;;;;;;2;4;5;2;3;4;2;3;5;3;3;3;4;2
298;1;298_1;3;1;3;1;11;;;;;;;;5;4;6;3;3;2;3;2;6;2;3;3;3;2
306;1;306_1;1;1;3;4;3;;;;;;;;3;3;6;3;1;4;1;3;4;3;4;4;2;2
338;1;338_1;1;1;3;1;3;;;;;;;;4;3;6;4;3;7;2;3;3;2;3;2;4;2
366;1;366_1;1;1;3;3;0.25;;;;;;;;2;2;5;2;3;3;2;2;3;2;2;2;6;2
434;1;434_1;2;2;3;1;3;;;;;;;;2;5;6;3;4;2;4;3;3;1;4;2;4;2
468;1;468_1;2;1;3;1;15;;;;;;;;2;2;6;2;2;2;2;2;6;2;6;2;6;2
472;1;472_1;2;2;4;1;15;;;;;;;;2;4;4;2;2;2;2;2;2;2;3;2;3;2
894;5;7_5;23;1;3;;;;;;;;;;4;4;4;4;2;3;3;4;4;4;4;5;1;2
1046;6;70_6;19;2;5;;;;;1;1;1;1;1;5;4;4;4;3;2;2;2;4;3;3;3;2;2
1082;6;106_6;20;1;8;;;;;1;1;1;2;1;5;3;3;5;4;5;2;3;4;5;4;3;2;2
1104;6;128_6;;1;6;;;;;1;1;1;2;1;2;2;3;2;3;2;2;2;2;2;2;2;2;2
1264;6;288_6;22;1;8;;;;;1;1;1;4;1;2;1;2;1;1;3;3;1;4;1;1;2;1;2
1296;6;320_6;30;1;7;;;;;2;1;1;2;1;4;3;3;3;2;4;3;3;2;2;2;4;2;2
1330;6;354_6;24;1;6;;;;;1;1;2;2;1;5;5;4;3;3;3;3;3;3;2;2;2;2;2
1356;6;380_6;24;2;5;;;;;1;1;2;1;1;4;3;4;3;3;3;3;3;2;2;3;4;3;2
1458;6;482_6;25;1;6;;;;;1;6;2;2;1;5;4;5;5;3;2;2;2;4;3;2;2;3;2
16;1;16_1;2;1;3;1;1;;;;;;;;4;3;4;2;3;3;3;2;3;3;2;2;1;3
90;1;90_1;2;1;4;1;17;;;;;;;;5;3;4;4;3;3;3;4;4;4;4;3;3;3
110;1;110_1;2;1;3;1;6;;;;;;;;3;3;4;4;2;3;2;2;3;3;3;2;2;3
118;1;118_1;1;1;3;3;8;;;;;;;;3;3;5;4;4;4;3;3;4;3;3;3;3;3
128;1;128_1;3;1;3;1;2;;;;;;;;4;4;5;4;4;3;4;3;3;3;3;4;4;3
170;1;170_1;2;1;4;1;15;;;;;;;;4;3;4;4;3;4;3;3;4;4;3;3;4;3
234;1;234_1;2;1;3;1;5;;;;;;;;5;2;5;3;3;3;3;3;3;3;3;2;6;3
264;1;264_1;4;1;3;1;8;;;;;;;;3;4;5;4;3;6;2;3;3;4;5;3;6;3
274;1;274_1;1;1;3;1;2;;;;;;;;2;3;4;3;2;4;2;3;3;3;4;2;4;3
354;1;354_1;2;2;4;3;3;;;;;;;;4;4;2;1;2;2;4;3;3;3;4;3;4;3
358;1;358_1;2;1;4;1;1;;;;;;;;3;3;4;5;3;6;3;3;5;3;3;3;6;3
364;1;364_1;3;1;4;1;1;;;;;;;;3;3;5;3;3;5;3;3;3;3;3;3;3;3
380;1;380_1;4;1;4;1;10;;;;;;;;2;2;2;3;3;3;3;3;2;2;2;3;2;3
460;1;460_1;3;2;3;1;3;;;;;;;;3;4;4;4;3;4;1;1;4;4;;4;4;3
482;1;482_1;2;1;3;1;2;;;;;;;;4;3;5;4;3;5;2;2;5;5;4;3;5;3
522;1;522_1;2;1;3;4;;;;;;;;;3;3;4;3;3;5;3;3;4;3;3;3;3;3
566;2;24_2;43;2;;;;15;7;;;;;;5;4;4;5;5;5;5;5;5;5;5;4;5;3
570;2;28_2;45;2;;;;24;6;;;;;;3;5;4;3;4;3;4;4;2;4;4;2;3;3
576;2;34_2;28;2;;;;3;7;;;;;;4;5;;5;4;5;5;4;5;5;4;3;3;3
610;2;68_2;35;2;;;;13;6;;;;;;4;4;4;4;4;5;4;4;4;4;4;3;4;3
620;2;78_2;35;2;;;;12;7;;;;;;3;3;3;4;4;4;3;3;4;3;3;2;3;3
630;3;10_3;25 à 34 ans;Femme;D.E.C. (études collégiales);;1 à 5 ans;;;;;;;;7;4;4;4;4;5;5;6;5;4;6;3;3;3
784;4;22_4;4;1;2;;;;;;;;;;4;4;5;2;4;5;2;3;4;4;4;3;3;3
800;4;38_4;1;1;1;;;;;;;;;;5;4;5;2;3;5;5;5;5;5;5;3;3;3
882;4;120_4;3;1;2;;;;;;;;;;4;4;6;4;6;4;4;3;6;5;4;3;6;3
922;5;35_5;29;1;2;;;;;;;;;;3;3;3;5;3;5;3;3;5;5;5;4;3;3
944;5;57_5;24;1;2;;;;;;;;;;4;3;4;3;3;3;4;4;3;3;3;4;3;3
954;5;67_5;25;1;2;;;;;;;;;;5;4;5;4;4;4;4;4;3;4;4;3;3;3
956;5;69_5;22;1;2;;;;;;;;;;4;3;6;4;3;3;4;3;5;4;3;4;2;3
966;5;79_5;24;1;2;;;;;;;;;;4;3;3;4;3;3;4;4;5;3;2;2;3;3
978;6;2_6;20;2;8;;;;;1;1;2;2;1;4;3;3;4;2;3;4;5;4;4;4;3;3;3
1020;6;44_6;33;2;7;;;;;2;1;1;1;2;4;3;4;3;3;3;3;4;4;4;4;3;3;3
1024;6;48_6;20;2;5;;;;;1;1;1;2;1;3;3;3;4;3;4;3;4;4;3;3;3;3;3
1026;6;50_6;20;;5;;;;;1;1;2;2;1;3;2;2;2;2;2;3;3;3;3;3;3;3;3
1036;6;60_6;19;2;5;;;;;;1;1;2;1;5;4;5;5;4;5;6;5;3;3;4;5;3;3
1080;6;104_6;20;2;5;;;;;1;1;2;2;1;4;4;4;3;2;3;3;3;3;3;3;3;3;3
1098;6;122_6;19;2;5;;;;;1;1;2;2;1;4;4;5;5;3;4;3;4;3;4;4;5;2;3
1118;6;142_6;23;2;5;;;;;1;1;1;2;1;5;4;5;4;2;5;3;3;4;3;4;3;4;3
1136;6;160_6;21;2;6;;;;;1;1;1;;1;4;4;5;4;5;5;5;6;4;5;4;4;3;3
1174;6;198_6;20;2;5;;;;;1;1;1;2;1;4;4;5;4;4;4;5;5;4;5;4;3;4;3
1198;6;222_6;20;1;5;;;;;1;1;1;2;1;4;5;5;5;4;5;3;4;3;4;4;3;3;3
1252;6;276_6;20;1;3;;;;;1;1;1;;1;4;3;4;3;3;4;3;2;3;2;2;4;3;3
1312;6;336_6;19;2;5;;;;;1;1;1;2;1;5;5;5;5;4;4;2;3;2;5;3;2;3;3
1342;6;366_6;20;1;5;;;;;1;1;2;2;1;4;3;3;5;2;6;2;4;3;3;3;2;4;3
1350;6;374_6;23;2;8;;;;;1;1;1;3;1;6;4;4;6;4;6;3;3;6;6;5;3;3;3
1376;6;400_6;20;2;5;;;;;1;1;1;2;1;4;5;5;4;4;5;4;4;4;4;4;3;4;3
1382;6;406_6;21;2;6;;;;;1;1;2;4;1;6;5;5;5;3;5;3;4;2;3;5;2;4;3
1410;6;434_6;22;2;5;;;;;1;1;1;2;1;5;5;5;4;4;4;2;2;4;4;4;3;3;3
1448;6;472_6;19;2;5;;;;;1;1;1;2;1;4;5;4;3;5;4;2;4;3;4;4;3;4;3
1476;6;500_6;17;2;5;;;;;1;1;;;1;2;1;1;;5;5;6;7;3;1;5;1;1;3
1504;6;528_6;;1;5;;;;;1;1;1;;1;4;3;3;3;1;2;3;2;2;3;5;;4;3
1520;6;544_6;22;1;7;;;;;1;1;2;2;1;6;3;3;4;3;4;4;2;3;3;3;2;3;3
18;1;18_1;2;1;3;1;3;;;;;;;;2;3;6;6;2;4;2;2;6;4;6;2;6;4
26;1;26_1;2;1;4;1;6;;;;;;;;6;5;6;6;5;6;6;4;5;4;4;5;7;4
28;1;28_1;1;1;3;1;2;;;;;;;;5;5;6;5;5;4;5;5;5;5;5;3;5;4
34;1;34_1;3;1;3;1;24;;;;;;;;6;6;6;4;6;6;4;5;6;6;4;6;6;4
82;1;82_1;2;1;3;1;1;;;;;;;;5;5;5;4;5;5;5;5;5;5;5;5;5;4
98;1;98_1;1;1;4;1;1;;;;;;;;3;5;6;4;3;4;3;4;4;3;5;2;3;4
114;1;114_1;2;1;3;1;6.5;;;;;;;;4;4;6;4;3;6;4;4;6;4;4;4;6;4
164;1;164_1;2;1;4;1;3;;;;;;;;2;6;7;4;3;5;3;2;4;2;5;1;6;4
196;1;196_1;2;1;3;1;2;;;;;;;;4;3;4;3;3;5;4;2;4;4;4;3;4;4
202;1;202_1;2;1;4;2;1;;;;;;;;3;4;5;5;4;4;3;3;4;4;3;3;5;4
224;1;224_1;1;1;3;1;1;;;;;;;;7;7;6;5;7;6;6;5;5;6;6;7;6;4
246;1;246_1;2;2;4;2;35;;;;;;;;3;5;7;2;4;4;2;2;4;3;2;4;6;4
294;1;294_1;2;1;4;1;2;;;;;;;;3;7;7;7;3;6;2;3;6;6;4;2;6;4
330;1;330_1;2;1;3;1;27;;;;;;;;5;6;5;5;4;5;4;5;5;5;5;5;5;4
374;1;374_1;2;2;4;1;7;;;;;;;;4;5;5;5;5;5;3;4;5;4;4;4;4;4
400;1;400_1;1;2;4;1;80;;;;;;;;5;5;6;5;4;5;4;3;4;5;5;4;5;4
432;1;432_1;1;1;3;1;1;;;;;;;;5;5;5;5;3;4;3;4;5;6;5;4;5;4
438;1;438_1;2;2;3;1;1;;;;;;;;4;4;5;3;4;4;3;4;4;;4;3;4;4
474;1;474_1;1;1;3;1;1;;;;;;;;5;5;5;4;4;5;4;4;5;5;5;4;5;4
480;1;480_1;2;1;4;2;8;;;;;;;;5;5;7;6;4;5;5;5;5;5;5;3;3;4
494;1;494_1;3;1;3;1;20;;;;;;;;5;5;5;5;4;6;5;4;4;4;4;4;5;4
500;1;500_1;1;1;3;1;0.66;;;;;;;;2;2;4;4;2;2;2;5;4;3;3;2;4;4
536;1;536_1;2;1;4;1;45;;;;;;;;4;4;5;3;5;4;4;5;5;4;5;3;4;4
538;1;538_1;2;2;3;1;8;;;;;;;;3;4;5;6;1;5;3;3;5;5;4;3;4;4
556;2;14_2;38;2;;;;14;7;;;;;;5;5;5;4;5;5;5;5;5;5;5;5;3;4
560;2;18_2;40;2;;;;17;6;;;;;;5;4;5;4;4;4;4;5;3;4;4;3;3;4
578;2;36_2;31;2;;;;5;6;;;;;;5;5;4;6;5;5;6;6;5;5;4;3;6;4
580;2;38_2;54;2;;;;25;7;;;;;;4;4;4;3;3;3;4;3;4;4;4;3;4;4
594;2;52_2;52;2;;;;10;7;;;;;;5;4;4;4;4;5;5;4;4;4;4;5;4;4
600;2;58_2;28;2;;;;5;5;;;;;;5;4;5;5;4;5;5;5;4;5;5;4;4;4
608;2;66_2;47;2;;;;21;7;;;;;;3;3;5;4;4;4;3;4;5;4;4;2;5;4
612;2;70_2;47;2;;;;3,5;6;;;;;;6;5;5;4;5;5;5;5;5;5;5;4;4;4
616;2;74_2;36;2;;;;9;6;;;;;;5;4;5;4;4;5;5;5;4;4;5;5;5;4
658;3;38_3;35 à 44 ans;Femme;Baccalauréat (études universitaires de 1er cycle);;10 ans et plus;;;;;;;;5;5;5;5;4;5;5;5;5;5;4;4;4;4
712;3;92_3;;Femme;D.E.S, D.E.P., A.E.P. (études secondaires);;10 ans et plus;;;;;;;;4;4;5;5;4;4;5;4;5;5;4;4;5;4
754;3;134_3;18 à 24 ans;Femme;Certificat (études universitaires de 1er cycle, 30 crédits);;1 à 5 ans;;;;;;;;6;4;6;5;4;5;4;4;4;4;5;3;4;4
766;4;4_4;3;1;2;;;;;;;;;;4;5;6;4;5;5;4;2;5;4;5;1;4;4
776;4;14_4;3;1;1;;;;;;;;;;6;6;6;6;6;6;6;4;6;6;6;4;6;4
786;4;24_4;2;1;2;;;;;;;;;;4;5;5;4;4;6;4;4;5;5;5;3;5;4
804;4;42_4;3;1;2;;;;;;;;;;5;5;5;3;4;4;4;4;5;3;4;3;4;4
820;4;58_4;2;1;3;;;;;;;;;;5;5;5;5;5;4;5;5;4;4;4;5;4;4
824;4;62_4;2;2;2;;;;;;;;;;5;4;5;5;4;5;4;5;5;4;4;5;4;4
858;4;96_4;4;1;2;;;;;;;;;;5;4;5;5;4;3;3;3;4;4;4;3;4;4
860;4;98_4;2;1;3;;;;;;;;;;4;5;5;5;4;5;4;4;5;5;5;3;5;4
874;4;112_4;4;1;2;;;;;;;;;;6;6;6;4;5;6;4;4;6;4;4;4;5;4
878;4;116_4;2;1;2;;;;;;;;;;4;4;5;3;4;3;4;4;4;4;4;3;4;4
880;4;118_4;2;2;2;;;;;;;;;;6;6;6;6;6;6;4;4;6;6;4;5;6;4
892;5;5_5;26;1;3;;;;;;;;;;5;4;5;4;4;4;4;3;4;4;4;3;3;4
902;5;15_5;25;1;3;;;;;;;;;;5;4;6;4;3;4;5;4;4;4;4;3;4;4
904;5;17_5;22;1;2;;;;;;;;;;5;5;5;5;4;3;6;6;5;5;5;3;4;4
906;5;19_5;25;1;2;;;;;;;;;;5;4;4;4;4;5;5;4;4;4;4;4;4;4
916;5;29_5;22;1;2;;;;;;;;;;4;4;4;5;5;5;4;4;5;5;5;5;4;4
924;5;37_5;22;1;2;;;;;;;;;;5;4;5;4;4;5;5;5;5;5;5;4;4;4
934;5;47_5;26;1;3;;;;;;;;;;5;4;3;4;4;4;5;5;3;3;3;3;3;4
940;5;53_5;23;1;2;;;;;;;;;;3;2;7;3;7;7;6;6;6;4;4;2;2;4
952;5;65_5;23;1;2;;;;;;;;;;5;4;4;4;4;5;4;4;4;4;4;4;4;4
958;5;71_5;25;1;2;;;;;;;;;;4;4;4;4;4;4;5;4;4;4;4;4;4;4
982;6;6_6;20;2;5;;;;;1;1;1;3;1;3;2;2;2;2;2;2;2;6;6;6;2;;4
986;6;10_6;25;2;7;;;;;1;1;1;2;1;7;6;6;5;5;5;4;4;4;4;4;4;5;4
994;6;18_6;21;1;5;;;;;2;1;1;2;1;5;5;7;5;3;7;2;4;5;6;4;1;5;4
1028;6;52_6;19;2;5;;;;;1;1;1;2;1;5;5;5;6;6;7;3;5;4;5;4;2;3;4
1034;6;58_6;21;2;5;;;;;1;1;1;2;1;6;5;5;5;4;5;3;4;4;5;4;3;4;4
1038;6;62_6;21;2;6;;;;;1;1;1;2;1;5;4;6;5;4;4;2;5;5;5;5;3;4;4
1052;6;76_6;22;1;5;;;;;1;1;1;2;1;5;4;4;6;5;6;7;4;4;4;5;6;4;4
1058;6;82_6;21;2;6;;;;;2;1;2;;1;5;5;5;5;4;6;1;4;3;4;4;3;2;4
1072;6;96_6;22;1;7;;;;;1;1;1;2;1;4;4;4;5;4;4;4;4;5;4;4;3;4;4
1076;6;100_6;28;2;6;;;;;2;1;2;4;1;2;4;5;4;3;4;4;4;4;5;5;4;4;4
1086;6;110_6;19;2;5;;;;;1;1;2;2;1;5;6;6;5;5;5;4;5;5;5;5;4;5;4
1120;6;144_6;23;2;3;;;;;1;1;2;3;2;5;3;3;5;3;5;3;3;2;4;3;5;4;4
1156;6;180_6;22;1;5;;;;;1;1;1;2;1;5;4;4;4;4;4;4;7;4;4;4;7;4;4
1166;6;190_6;30;1;7;;;;;1;1;1;2;2;7;4;6;6;3;4;2;4;2;4;5;3;4;4
1168;6;192_6;19;2;5;;;;;1;1;1;2;1;4;4;4;5;4;4;5;4;4;5;4;4;4;4
1170;6;194_6;;2;7;;;;;1;1;1;2;1;4;4;5;3;4;3;4;5;4;4;4;3;4;4
1188;6;212_6;23;2;10;;;;;1;1;2;;2;4;5;5;4;3;4;4;3;6;5;4;4;5;4
1192;6;216_6;21;1;5;;;;;1;1;1;2;1;6;4;4;3;4;6;6;6;5;4;4;2;3;4
1194;6;218_6;28;1;7;;;;;1;1;2;1;2;6;5;5;4;3;4;3;4;6;5;5;4;5;4
1196;6;220_6;30;1;8;;;;;1;1;2;;1;2;5;6;2;2;3;1;5;7;2;3;1;7;4
1202;6;226_6;25;2;8;;;;;2;1;2;4;1;5;4;3;5;2;4;3;5;5;2;4;3;3;4
1204;6;228_6;21;2;6;;;;;1;1;1;2;1;4;4;4;4;4;4;2;4;4;4;4;4;4;4
1224;6;248_6;24;1;5;;;;;1;1;1;2;1;5;5;5;5;6;6;6;5;4;6;4;1;3;4
1236;6;260_6;20;2;5;;;;;1;1;1;2;1;5;4;4;4;3;5;5;5;4;4;4;4;5;4
1258;6;282_6;20;2;5;;;;;1;1;1;2;1;6;4;5;5;4;5;3;4;4;5;5;5;5;4
1268;6;292_6;23;2;7;;;;;1;1;1;1;2;5;5;5;5;4;5;5;3;4;5;5;3;4;4
1274;6;298_6;20;2;6;;;;;1;1;1;2;1;6;6;7;6;5;6;4;5;6;6;6;4;5;4
1286;6;310_6;;1;5;;;;;1;1;2;4;1;4;3;6;3;4;5;5;5;6;4;5;4;5;4
1318;6;342_6;;1;5;;;;;1;1;1;2;1;6;4;3;4;3;4;2;6;5;6;5;3;3;4
1360;6;384_6;23;2;7;;;;;1;1;1;2;1;6;4;4;4;4;4;5;4;4;4;4;4;4;4
1386;6;410_6;19;2;5;;;;;1;1;1;2;1;5;5;6;5;3;4;4;5;5;3;5;6;4;4
1406;6;430_6;29;2;5;;;;;1;1;2;4;2;4;3;4;5;4;5;3;3;4;4;4;3;5;4
1408;6;432_6;20;1;5;;;;;1;1;1;2;1;5;6;5;4;5;5;4;7;5;4;5;6;5;4
1418;6;442_6;19;1;5;;;;;1;1;1;2;1;4;5;5;5;4;4;4;4;4;4;4;4;4;4
1422;6;446_6;30;2;6;;;;;2;3;1;1;2;5;4;4;4;6;4;3;6;5;5;5;3;5;4
1460;6;484_6;22;2;6;;;;;1;1;1;2;2;5;4;3;4;4;5;5;5;3;4;4;4;5;4
1462;6;486_6;21;1;6;;;;;1;1;1;2;1;5;4;5;4;6;7;3;5;5;6;6;4;4;4
1464;6;488_6;;2;5;;;;;1;1;1;2;1;5;2;4;;2;4;5;5;4;4;5;3;4;4
1474;6;498_6;;2;6;;;;;2;1;1;1;2;5;4;4;5;4;5;4;5;5;4;5;4;4;4
1486;6;510_6;22;2;5;;;;;2;1;1;1;2;5;4;4;5;5;6;4;3;4;4;5;6;4;4
1518;6;542_6;19;1;5;;;;;1;1;1;2;1;6;4;4;6;5;5;5;4;7;5;5;3;4;4
1524;6;548_6;21;2;8;;;;;1;1;1;2;1;5;4;5;5;4;4;3;4;4;4;4;4;4;4
1530;6;554_6;21;1;8;;;;;1;1;1;2;1;3;3;7;7;4;4;1;5;3;3;4;3;4;4
2;1;2_1;1;2;4;1;6;;;;;;;;5;5;6;6;4;6;5;5;5;5;5;5;6;5
4;1;4_1;2;2;3;1;4;;;;;;;;5;5;6;4;5;6;5;5;6;7;6;4;5;5
6;1;6_1;2;1;4;1;4.5;;;;;;;;6;5;6;4;5;5;6;5;5;4;5;4;5;5
8;1;8_1;2;1;3;1;4;;;;;;;;4;6;6;3;6;3;4;4;5;6;4;5;5;5
30;1;30_1;2;1;4;1;4;;;;;;;;5;5;6;6;4;5;5;5;5;4;5;4;5;5
48;1;48_1;2;2;3;1;14;;;;;;;;6;7;7;6;7;7;6;6;7;6;6;5;6;5
52;1;52_1;2;2;3;1;1;;;;;;;;6;6;6;6;6;6;6;6;6;6;5;5;5;5
64;1;64_1;2;1;3;1;10;;;;;;;;4;5;7;3;5;6;4;5;7;7;7;4;7;5
66;1;66_1;2;1;3;3;7;;;;;;;;4;3;3;4;4;5;3;3;4;4;5;3;4;5
84;1;84_1;2;2;3;1;14;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
86;1;86_1;3;1;3;1;0.5;;;;;;;;5;4;;4;4;5;5;5;5;5;5;4;5;5
94;1;94_1;2;1;3;1;10;;;;;;;;6;6;6;6;4;6;6;6;5;5;5;5;5;5
116;1;116_1;3;1;3;1;5;;;;;;;;5;6;5;5;5;5;4;4;5;4;5;4;5;5
120;1;120_1;3;1;3;1;31;;;;;;;;6;5;6;5;5;6;5;5;6;5;5;5;5;5
124;1;124_1;2;1;3;1;3;;;;;;;;4;5;5;5;4;5;5;4;5;5;5;3;4;5
136;1;136_1;3;1;3;1;35;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
138;1;138_1;4;2;4;3;9;;;;;;;;7;7;6;7;6;6;7;6;5;5;5;7;6;5
144;1;144_1;3;2;3;1;4.5;;;;;;;;5;5;6;5;5;5;5;5;5;5;5;5;5;5
154;1;154_1;2;2;4;2;5;;;;;;;;5;6;7;6;5;6;5;5;6;6;6;4;6;5
156;1;156_1;3;1;3;1;30;;;;;;;;6;5;6;4;5;7;5;4;6;6;6;5;6;5
158;1;158_1;3;1;4;1;18;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;4;5;5
160;1;160_1;1;1;3;1;2;;;;;;;;5;5;5;5;5;5;3;3;5;5;5;5;5;5
166;1;166_1;1;1;3;1;35;;;;;;;;6;6;6;4;6;6;5;5;6;6;6;5;6;5
168;1;168_1;4;1;4;1;26;;;;;;;;5;5;6;6;5;6;6;6;5;5;6;5;4;5
194;1;194_1;2;1;3;1;2;;;;;;;;5;5;5;5;4;6;6;5;6;5;5;3;5;5
198;1;198_1;2;2;3;1;1.5;;;;;;;;6;5;7;6;5;;6;5;5;5;5;6;4;5
204;1;204_1;2;1;3;1;45;;;;;;;;3;5;5;6;5;6;5;5;4;5;;3;6;5
210;1;210_1;3;1;3;1;22;;;;;;;;4;5;5;4;5;4;6;5;5;5;5;3;5;5
214;1;214_1;2;2;4;1;2;;;;;;;;6;5;6;7;6;;6;5;7;7;6;5;6;5
216;1;216_1;2;1;3;1;6;;;;;;;;6;4;5;5;5;4;4;4;5;5;5;5;6;5
218;1;218_1;2;1;3;1;10;;;;;;;;6;5;5;5;4;5;5;5;5;5;4;4;4;5
238;1;238_1;2;1;3;1;1;;;;;;;;5;6;5;4;5;5;5;5;6;5;6;4;6;5
270;1;270_1;2;1;4;1;5;;;;;;;;6;5;5;5;5;5;6;5;5;5;5;4;5;5
278;1;278_1;2;2;3;1;7;;;;;;;;5;5;5;;4;5;5;4;5;5;5;5;5;5
300;1;300_1;1;1;3;3;15;;;;;;;;5;4;6;5;3;5;4;4;5;4;4;3;4;5
308;1;308_1;4;2;4;3;5;;;;;;;;5;4;6;4;4;5;4;4;5;5;4;4;5;5
318;1;318_1;1;1;3;1;55;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
320;1;320_1;1;2;3;1;2;;;;;;;;5;5;6;5;5;6;5;5;7;5;5;6;5;5
326;1;326_1;2;1;4;1;4;;;;;;;;5;5;6;6;6;6;5;4;6;5;4;6;6;5
334;1;334_1;2;2;4;1;5;;;;;;;;3;4;5;3;5;6;3;5;5;5;5;3;5;5
346;1;346_1;2;1;4;1;4;;;;;;;;4;4;6;4;4;5;4;4;5;4;5;4;5;5
370;1;370_1;2;1;4;1;4;;;;;;;;5;6;6;6;4;4;5;5;6;6;6;5;6;5
384;1;384_1;2;1;3;1;11;;;;;;;;5;5;5;4;6;6;5;6;5;5;6;5;5;5
386;1;386_1;2;1;4;1;8;;;;;;;;5;5;5;4;4;5;4;5;5;5;5;5;5;5
402;1;402_1;2;1;3;1;5;;;;;;;;5;4;5;4;7;4;5;5;5;5;5;4;5;5
406;1;406_1;3;1;3;2;1.25;;;;;;;;5;5;6;5;4;4;5;5;6;6;6;4;6;5
408;1;408_1;2;1;4;1;2;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;3;5;5
414;1;414_1;3;1;3;1;6;;;;;;;;5;5;4;5;5;5;3;3;5;3;3;2;4;5
418;1;418_1;1;2;3;3;1.2;;;;;;;;4;4;5;5;5;3;5;4;6;5;5;4;4;5
422;1;422_1;2;2;4;1;2;;;;;;;;6;6;6;6;6;5;6;5;6;6;5;5;6;5
424;1;424_1;3;2;3;1;13;;;;;;;;7;5;6;5;6;5;6;6;6;6;5;5;6;5
428;1;428_1;1;1;3;3;0.8;;;;;;;;5;5;6;4;5;6;5;6;5;5;6;4;4;5
430;1;430_1;2;1;4;1;15;;;;;;;;5;4;5;6;6;5;5;5;6;3;6;6;5;5
436;1;436_1;2;1;4;1;10;;;;;;;;6;6;6;5;4;5;5;5;6;6;6;5;6;5
446;1;446_1;1;1;3;1;4.5;;;;;;;;5;5;4;5;5;5;5;5;4;4;5;5;5;5
464;1;464_1;2;2;4;2;3.5;;;;;;;;4;4;5;5;4;5;4;4;4;4;4;4;4;5
466;1;466_1;1;1;3;1;4;;;;;;;;6;6;6;6;6;6;4;5;6;6;5;5;6;5
490;1;490_1;2;1;3;1;5;;;;;;;;5;6;6;5;5;5;5;5;5;6;6;5;5;5
492;1;492_1;2;1;3;1;5;;;;;;;;4;4;5;3;3;6;3;4;4;5;5;3;5;5
498;1;498_1;2;1;3;1;3;;;;;;;;5;6;6;5;5;5;6;6;5;6;5;5;6;5
512;1;512_1;2;2;3;1;7;;;;;;;;6;5;5;5;4;5;5;5;5;6;5;3;5;5
516;1;516_1;2;2;3;1;35;;;;;;;;6;4;6;5;4;6;5;3;4;5;5;5;6;5
526;1;526_1;2;1;3;1;15;;;;;;;;5;4;6;5;6;6;5;4;5;5;5;5;5;5
530;1;530_1;2;1;4;1;11;;;;;;;;6;6;6;5;5;5;5;5;5;5;5;5;5;5
534;1;534_1;2;1;4;1;25;;;;;;;;5;5;5;5;4;5;5;5;5;5;4;5;4;5
542;1;542_1;3;1;3;1;5;;;;;;;;5;5;5;3;4;;3;3;4;4;5;5;5;5
546;2;4_2;55;2;;;;35;4;;;;;;5;5;6;5;6;6;5;5;6;5;6;5;4;5
548;2;6_2;28;2;;;;5;6;;;;;;4;4;5;5;4;5;5;5;4;5;4;4;4;5
550;2;8_2;36;1;;;;6;6;;;;;;5;3;4;4;6;3;4;5;5;5;5;4;4;5
552;2;10_2;36;2;;;;13;4;;;;;;5;6;6;4;5;5;5;5;7;6;5;4;5;5
554;2;12_2;43;2;;;;6,5;7;;;;;;5;5;5;4;5;5;5;5;5;5;5;4;4;5
