num;split;bdd;sub;age;sex;sco;sta;anc;job;deg;stc;enf;cho;lan;ste;su_1;su_2;su_3;su_4;su_5;su_6;su_7;su_8;su_9;su_10;su_11;su_12;su_13;su_14
57;1;1;57_1;3;2;3;1;5;;;;;;;;1;2;5;2;1;2;1;1;3;3;4;1;4;2
137;1;1;137_1;2;1;3;1;3;;;;;;;;4;1;6;4;1;4;2;2;5;4;1;3;6;2
157;1;1;157_1;2;1;4;1;3;;;;;;;;2;2;6;4;1;6;2;2;4;2;2;2;7;2
259;1;1;259_1;1;2;4;1;15;;;;;;;;2;3;3;2;3;2;2;3;2;2;2;2;2;2
263;1;1;263_1;3;1;5;1;8;;;;;;;;2;2;7;2;2;2;2;2;2;2;2;2;7;2
287;1;1;287_1;2;2;3;1;15;;;;;;;;2;2;6;2;1;1;1;1;6;2;2;2;2;2
297;1;1;297_1;3;2;3;4;12;;;;;;;;2;2;7;7;2;2;2;2;7;7;7;2;7;2
467;1;1;467_1;3;2;4;1;3;;;;;;;;3;5;5;4;1;5;1;2;5;1;2;1;4;2
549;1;2;7_2;25;2;;;;3;6;;;;;;3;4;4;3;3;4;4;4;3;4;4;3;2;2
555;1;2;13_2;26;2;;;;1;7;;;;;;3;1;3;3;2;3;4;4;3;2;3;2;2;2
731;1;3;111_3;45 à 54 ans;Femme;D.E.C. (études collégiales);;10 ans et plus;;;;;;;;2;2;2;2;3;3;2;2;3;3;3;2;3;2
817;1;4;55_4;2;1;4;;;;;;;;;;4;4;5;4;4;6;3;2;4;4;3;2;6;2
987;1;6;11_6;;2;5;;;;;1;1;1;2;1;3;3;3;3;2;3;3;4;3;3;3;2;2;2
1003;1;6;27_6;22;2;5;;;;;1;1;1;2;1;5;3;3;2;2;4;2;2;2;2;2;3;2;2
1077;1;6;101_6;20;2;5;;;;;1;1;1;2;1;5;4;3;2;5;4;5;3;2;3;2;4;2;2
1147;1;6;171_6;22;1;7;;;;;1;1;2;2;1;5;2;2;5;2;5;3;4;2;2;2;4;2;2
1261;1;6;285_6;18;2;5;;;;;1;1;2;;1;4;2;4;5;4;5;1;2;3;5;5;2;5;2
1387;1;6;411_6;;1;9;;;;;1;1;2;3;1;4;4;5;4;4;5;2;2;2;2;2;3;2;2
1403;1;6;427_6;20;2;5;;;;;1;1;1;2;1;6;5;5;6;6;6;2;2;6;5;2;6;6;2
1417;1;6;441_6;;1;8;;;;;1;1;1;2;1;2;7;7;4;4;6;1;2;4;3;3;1;2;2
1419;1;6;443_6;;2;8;;;;;1;1;1;2;1;6;4;4;6;5;5;2;3;5;6;5;2;3;2
1443;1;6;467_6;19;1;5;;;;;1;1;2;2;1;1;2;3;4;5;6;7;6;5;4;3;2;1;2
1501;1;6;525_6;24;2;6;;;;;1;1;2;2;1;2;2;2;2;2;2;3;2;2;2;2;4;3;2
1527;1;6;551_6;27;2;8;;;;;1;1;;;1;6;3;3;2;2;5;;2;3;3;6;2;2;2
9;1;1;9_1;1;1;4;1;5;;;;;;;;3;2;4;4;3;4;2;2;3;2;3;2;4;3
81;1;1;81_1;2;1;3;1;7;;;;;;;;3;3;5;2;2;5;1;2;5;3;3;2;5;3
121;1;1;121_1;2;1;3;2;10;;;;;;;;5;4;4;4;3;4;4;2;4;3;3;5;4;3
145;1;1;145_1;2;1;3;1;2;;;;;;;;3;3;3;3;3;3;3;3;3;3;3;3;4;3
161;1;1;161_1;1;1;3;1;15;;;;;;;;5;4;6;5;4;5;3;3;6;6;6;5;4;3
207;1;1;207_1;2;1;3;1;3;;;;;;;;6;4;6;6;5;5;5;3;6;6;4;5;6;3
215;1;1;215_1;3;2;3;1;13;;;;;;;;3;3;6;3;3;4;3;4;4;3;4;3;3;3
269;1;1;269_1;4;2;4;1;2;;;;;;;;4;3;5;4;3;4;3;4;4;3;3;3;4;3
289;1;1;289_1;1;1;3;1;2.5;;;;;;;;2;2;5;1;1;5;2;1;4;3;5;1;4;3
313;1;1;313_1;1;2;3;1;45;;;;;;;;6;5;6;3;2;5;3;4;5;5;5;3;5;3
339;1;1;339_1;1;1;3;1;5;;;;;;;;3;5;4;5;3;2;2;2;3;4;4;2;3;3
357;1;1;357_1;2;1;4;1;5;;;;;;;;2;3;4;4;3;3;3;4;4;2;3;2;3;3
389;1;1;389_1;2;1;3;1;65;;;;;;;;3;3;6;4;6;7;4;5;6;5;5;3;6;3
395;1;1;395_1;3;1;3;1;7;;;;;;;;3;5;5;3;3;5;3;3;5;3;3;3;5;3
413;1;1;413_1;3;2;4;1;1;;;;;;;;2;3;5;6;2;4;2;3;4;2;7;3;7;3
495;1;1;495_1;2;2;3;1;2;;;;;;;;4;4;5;4;3;5;3;4;5;4;5;2;4;3
525;1;1;525_1;2;1;4;1;4;;;;;;;;2;3;7;5;1;3;1;1;3;2;2;2;3;3
541;1;1;541_1;4;2;3;1;4;;;;;;;;5;4;5;2;3;4;3;3;4;4;4;2;4;3
591;1;2;49_2;;2;;;;6;5;;;;;;5;4;4;4;4;4;3;4;5;4;4;3;3;3
603;1;2;61_2;34;2;;;;1;6;;;;;;5;4;5;5;4;5;5;5;4;4;4;3;4;3
611;1;2;69_2;;2;;;;13;3;;;;;;4;4;4;4;4;4;5;5;6;4;4;3;4;3
619;1;2;77_2;39;2;;;;12;6;;;;;;4;3;4;4;4;4;5;4;5;5;5;4;2;3
725;1;3;105_3;25 à 34 ans;Femme;Maîtrise (études universitaires de 2e cycle);;1 à 5 ans;;;;;;;;5;5;5;5;4;5;6;6;5;5;4;3;3;3
757;1;3;137_3;25 à 34 ans;Femme;Baccalauréat (études universitaires de 1er cycle);;1 à 5 ans;;;;;;;;6;6;6;6;4;4;6;6;2;2;2;6;3;3
771;1;4;9_4;4;2;3;;;;;;;;;;5;4;5;4;6;3;5;5;5;3;5;3;3;3
799;1;4;37_4;1;2;2;;;;;;;;;;4;3;4;3;3;4;4;4;4;4;3;3;4;3
841;1;4;79_4;4;2;4;;;;;;;;;;4;5;5;6;3;2;2;2;3;3;3;4;5;3
851;1;4;89_4;4;1;2;;;;;;;;;;5;4;4;5;3;3;2;2;2;2;2;3;3;3
903;1;5;16_5;22;1;2;;;;;;;;;;4;3;4;4;4;4;3;4;4;3;3;3;3;3
925;1;5;38_5;35;1;1;;;;;;;;;;3;3;4;4;3;4;3;3;2;3;3;3;2;3
957;1;5;70_5;24;1;2;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;3;3;3
977;1;6;1_6;29;1;6;;;;;2;1;1;1;1;5;3;3;5;2;3;6;6;6;4;4;2;3;3
1009;1;6;33_6;38;2;6;;;;;2;1;1;1;2;4;4;4;4;3;2;3;4;3;4;4;2;3;3
1021;1;6;45_6;22;2;6;;;;;2;1;1;2;1;5;4;5;5;3;5;5;4;5;3;3;5;3;3
1025;1;6;49_6;20;1;5;;;;;1;1;2;;1;3;3;4;4;2;3;2;3;6;4;3;3;4;3
1053;1;6;77_6;19;2;5;;;;;1;1;2;2;1;5;4;5;4;4;4;3;3;3;4;3;4;3;3
1061;1;6;85_6;19;1;5;;;;;1;1;2;;3;5;4;4;5;4;5;3;5;4;5;4;4;3;3
1081;1;6;105_6;43;2;7;;;;;2;2;1;1;2;3;3;3;5;3;5;5;5;5;5;5;3;3;3
1121;1;6;145_6;;1;9;;;;;1;1;1;3;2;6;6;6;4;5;2;1;3;6;6;5;4;6;3
1427;1;6;451_6;20;1;5;;;;;1;1;1;3;1;5;5;6;3;3;4;2;5;4;4;4;3;4;3
1433;1;6;457_6;22;2;8;;;;;1;2;2;;1;5;6;6;7;5;7;6;7;5;5;;5;5;3
1467;1;6;491_6;18;2;5;;;;;1;1;2;;1;5;3;5;5;3;2;3;3;2;2;2;3;2;3
1503;1;6;527_6;;2;8;;;;;1;1;1;1;2;4;5;5;6;3;5;3;3;4;5;3;3;4;3
21;1;1;21_1;2;1;3;1;2;;;;;;;;4;5;6;6;5;4;4;4;5;5;5;4;4;4
65;1;1;65_1;2;1;3;1;3;;;;;;;;4;4;5;3;3;4;4;4;4;3;3;3;4;4
71;1;1;71_1;2;1;3;1;9;;;;;;;;5;5;6;4;5;6;5;4;5;4;4;4;4;4
101;1;1;101_1;4;2;3;1;22;;;;;;;;5;5;6;5;4;5;4;4;4;3;3;4;3;4
133;1;1;133_1;2;1;3;1;2;;;;;;;;5;5;6;4;5;5;5;4;5;4;5;4;5;4
143;1;1;143_1;3;1;3;1;2;;;;;;;;4;2;5;3;4;4;3;3;5;3;4;2;4;4
165;1;1;165_1;2;1;4;1;2;;;;;;;;3;3;6;3;3;3;3;3;5;3;5;1;7;4
169;1;1;169_1;2;2;3;1;2;;;;;;;;5;6;5;6;5;3;4;4;4;5;4;3;2;4
199;1;1;199_1;2;1;3;1;1;;;;;;;;5;5;6;4;5;5;5;5;4;5;5;5;5;4
229;1;1;229_1;2;2;4;1;3;;;;;;;;4;5;5;5;4;5;4;4;5;5;4;3;5;4
251;1;1;251_1;1;1;5;1;1;;;;;;;;6;6;7;7;5;6;5;4;5;4;5;4;5;4
255;1;1;255_1;1;2;3;1;10;;;;;;;;5;5;5;4;4;4;3;5;4;3;4;4;4;4
303;1;1;303_1;2;1;3;1;1;;;;;;;;3;3;5;3;5;6;3;3;5;3;2;2;5;4
323;1;1;323_1;2;2;4;1;3;;;;;;;;4;4;7;6;4;6;5;4;6;4;4;4;5;4
327;1;1;327_1;3;2;3;1;2;;;;;;;;3;4;6;5;3;5;2;4;5;5;4;3;6;4
349;1;1;349_1;2;1;3;1;11;;;;;;;;4;5;5;4;2;3;4;3;5;4;4;2;4;4
377;1;1;377_1;2;1;3;1;8;;;;;;;;4;3;6;4;3;5;3;3;6;4;4;3;4;4
411;1;1;411_1;1;1;4;1;1.5;;;;;;;;4;3;5;4;3;4;3;3;4;4;4;4;3;4
427;1;1;427_1;2;1;3;1;2;;;;;;;;5;5;5;5;4;5;4;4;5;5;5;4;5;4
445;1;1;445_1;1;1;3;1;2;;;;;;;;3;3;3;3;3;3;3;3;3;3;3;3;3;4
461;1;1;461_1;1;1;4;1;15;;;;;;;;6;6;6;6;7;5;4;4;5;5;4;5;4;4
469;1;1;469_1;1;1;3;1;0.5;;;;;;;;5;5;5;5;4;6;6;5;5;5;5;4;5;4
473;1;1;473_1;3;1;3;1;25;;;;;;;;4;3;4;4;3;5;4;3;4;4;3;3;3;4
475;1;1;475_1;2;2;3;1;1;;;;;;;;3;3;5;4;5;6;5;5;3;3;5;3;5;4
509;1;1;509_1;1;1;3;1;2;;;;;;;;5;4;7;4;4;1;5;4;6;4;5;4;6;4
545;1;2;3_2;25;2;;;;1;7;;;;;;5;4;4;5;4;5;5;5;4;4;5;4;5;4
551;1;2;9_2;53;2;;;;15;3;;;;;;5;4;5;4;5;5;5;5;4;4;4;5;5;4
559;1;2;17_2;;2;;;;23;7;;;;;;5;4;5;5;4;5;5;5;5;5;5;4;5;4
563;1;2;21_2;25;2;;;;2;7;;;;;;5;5;5;4;5;5;5;5;4;5;4;5;5;4
565;1;2;23_2;;2;;;;2;7;;;;;;4;3;3;4;3;3;3;4;3;4;4;3;3;4
577;1;2;35_2;44;2;;;;20;6;;;;;;5;4;4;4;4;4;5;5;4;4;5;4;4;4
589;1;2;47_2;28;2;;;;4;6;;;;;;5;4;4;5;4;5;5;4;5;5;5;4;4;4
593;1;2;51_2;25;2;;;;1,5;7;;;;;;5;3;5;3;5;5;4;5;3;4;4;3;2;4
599;1;2;57_2;50;2;;;;14;4;;;;;;5;5;5;5;4;4;6;4;4;5;4;4;5;4
601;1;2;59_2;35;2;;;;10;7;;;;;;4;4;4;3;4;4;4;6;5;4;4;4;3;4
605;1;2;63_2;;2;;;;1,5;6;;;;;;5;4;4;4;4;4;5;3;4;5;4;4;4;4
637;1;3;17_3;55 ans et plus;Femme;D.E.S, D.E.P., A.E.P. (études secondaires);;Plus de 5 ans à moins de 10 ans;;;;;;;;6;5;6;4;5;5;4;4;5;4;4;5;4;4
639;1;3;19_3;55 ans et plus;Femme;Certificat (études universitaires de 1er cycle, 30 crédits);;1 à 5 ans;;;;;;;;6;6;6;6;5;4;5;3;5;6;4;6;5;4
657;1;3;37_3;25 à 34 ans;Femme;D.E.S, D.E.P., A.E.P. (études secondaires);;10 ans et plus;;;;;;;;5;4;4;4;4;4;5;5;4;2;4;4;4;4
661;1;3;41_3;;Femme;D.E.C. (études collégiales);;10 ans et plus;;;;;;;;5;5;5;6;5;6;4;4;6;4;4;2;4;4
789;1;4;27_4;3;2;3;;;;;;;;;;5;6;7;6;6;7;4;4;6;5;5;3;7;4
807;1;4;45_4;4;1;3;;;;;;;;;;6;5;5;4;5;5;5;4;4;4;4;4;4;4
831;1;4;69_4;3;1;2;;;;;;;;;;6;4;6;3;4;3;4;4;6;4;4;3;5;4
833;1;4;71_4;3;2;3;;;;;;;;;;4;4;6;4;6;4;3;4;5;4;5;3;5;4
843;1;4;81_4;2;2;2;;;;;;;;;;4;3;5;4;4;4;4;4;3;4;4;3;4;4
849;1;4;87_4;2;1;2;;;;;;;;;;4;3;5;3;3;3;3;3;4;3;3;3;3;4
859;1;4;97_4;2;2;2;;;;;;;;;;5;4;6;6;5;6;5;6;3;4;4;3;4;4
861;1;4;99_4;3;1;3;;;;;;;;;;4;5;1;4;4;4;4;4;5;4;4;4;4;4
863;1;4;101_4;2;1;3;;;;;;;;;;4;4;6;4;2;3;4;4;4;4;4;4;5;4
869;1;4;107_4;2;2;3;;;;;;;;;;5;5;4;5;4;5;;4;4;4;4;4;3;4
871;1;4;109_4;3;1;3;;;;;;;;;;5;6;6;6;5;5;4;4;4;4;4;4;5;4
891;1;5;4_5;22;1;2;;;;;;;;;;5;5;5;5;4;5;5;5;4;4;4;4;4;4
899;1;5;12_5;25;1;2;;;;;;;;;;5;4;4;4;3;3;5;5;5;5;4;3;4;4
921;1;5;34_5;26;1;4;;;;;;;;;;4;4;4;3;4;4;4;4;4;4;4;4;4;4
927;1;5;40_5;23;1;2;;;;;;;;;;4;4;5;4;4;4;5;4;4;4;4;4;5;4
933;1;5;46_5;22;1;3;;;;;;;;;;5;5;5;5;5;5;4;5;4;4;4;4;4;4
943;1;5;56_5;23;1;2;;;;;;;;;;5;4;5;4;4;5;5;5;4;4;4;4;4;4
967;1;5;80_5;22;1;2;;;;;;;;;;5;6;6;4;5;4;4;4;5;4;5;4;4;4
981;1;6;5_6;32;2;6;;;;;3;1;2;;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4
989;1;6;13_6;21;2;5;;;;;1;1;1;2;1;5;5;5;4;4;6;6;4;3;5;4;4;4;4
1017;1;6;41_6;20;2;5;;;;;1;1;1;2;1;5;5;5;4;4;4;5;6;4;4;5;3;4;4
1029;1;6;53_6;20;2;7;;;;;1;1;2;2;1;5;4;5;5;4;5;4;4;5;4;5;5;4;4
1035;1;6;59_6;21;2;6;;;;;1;1;2;2;1;7;6;6;5;5;6;4;5;5;5;5;5;5;4
1043;1;6;67_6;19;2;8;;;;;1;1;1;2;1;5;4;6;4;3;5;4;4;4;4;5;4;4;4
1051;1;6;75_6;28;2;8;;;;;2;1;1;;1;6;5;5;6;6;7;;5;6;6;6;4;5;4
1063;1;6;87_6;;2;8;;;;;1;1;1;2;1;5;5;6;5;5;6;4;5;4;4;4;4;4;4
1067;1;6;91_6;23;2;;;;;;3;1;2;2;1;5;4;5;5;6;6;3;6;6;4;6;2;5;4
1071;1;6;95_6;19;2;5;;;;;1;1;1;2;1;7;5;5;4;4;5;7;7;5;4;4;7;4;4
1085;1;6;109_6;19;2;5;;;;;1;1;2;2;1;4;5;5;5;5;5;2;5;4;4;4;4;3;4
1099;1;6;123_6;24;2;5;;;;;1;1;2;2;1;4;5;5;5;4;6;5;5;4;5;5;4;5;4
1103;1;6;127_6;23;2;6;;;;;1;1;1;2;1;5;6;6;6;5;6;5;6;4;5;6;5;5;4
1109;1;6;133_6;19;2;5;;;;;1;1;1;2;1;5;4;4;5;4;4;6;4;4;4;5;4;4;4
1131;1;6;155_6;23;2;8;;;;;2;1;1;2;1;5;6;3;4;6;5;1;4;5;6;3;3;5;4
1133;1;6;157_6;20;2;5;;;;;1;1;1;2;1;6;5;5;6;5;5;6;6;5;5;4;5;4;4
1157;1;6;181_6;20;1;6;;;;;1;1;1;1;1;5;5;6;6;4;6;5;5;6;6;5;3;5;4
1167;1;6;191_6;20;2;5;;;;;1;1;2;3;1;6;4;4;6;2;4;2;4;6;6;6;5;6;4
1175;1;6;199_6;23;1;5;;;;;1;1;1;2;1;5;4;5;4;4;7;6;5;5;5;4;3;6;4
1181;1;6;205_6;28;2;8;;;;;2;1;1;2;1;4;4;3;3;2;7;3;7;6;4;6;2;4;4
1183;1;6;207_6;21;1;7;;;;;1;1;1;3;1;5;5;5;4;5;6;5;4;6;6;5;3;5;4
1187;1;6;211_6;20;2;8;;;;;2;1;2;2;1;6;6;6;6;4;6;4;4;6;6;6;4;5;4
1197;1;6;221_6;20;2;5;;;;;1;1;1;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4
1201;1;6;225_6;24;1;7;;;;;2;3;1;1;2;5;5;5;5;4;6;4;5;5;5;4;4;4;4
1209;1;6;233_6;;1;5;;;;;1;1;1;2;1;6;5;6;5;5;3;2;5;5;4;5;3;4;4
1223;1;6;247_6;20;1;6;;;;;1;1;1;2;1;4;4;5;5;4;5;4;4;3;3;3;4;4;4
1247;1;6;271_6;18;1;5;;;;;1;1;2;;1;4;4;4;5;4;4;3;4;4;4;4;4;4;4
1263;1;6;287_6;25;2;8;;;;;1;1;1;2;1;4;4;4;4;3;5;5;5;4;4;4;2;2;4
1275;1;6;299_6;21;1;7;;;;;1;1;1;2;1;6;6;5;6;4;6;2;3;6;5;5;4;4;4
1277;1;6;301_6;22;2;6;;;;;1;1;2;2;1;3;3;4;4;4;4;4;5;4;4;4;3;4;4
1279;1;6;303_6;22;2;6;;;;;2;1;1;2;1;5;5;4;5;5;4;3;4;5;5;5;4;5;4
1293;1;6;317_6;20;2;5;;;;;2;1;2;2;1;6;5;7;4;5;7;7;7;4;5;5;6;4;4
1297;1;6;321_6;19;2;3;;;;;1;1;2;;1;5;4;5;6;4;6;6;5;5;4;4;4;4;4
1307;1;6;331_6;19;2;8;;;;;1;1;1;2;1;2;2;2;3;2;4;4;3;4;4;4;4;3;4
1323;1;6;347_6;23;2;5;;;;;2;2;2;3;1;5;5;5;6;4;5;4;5;5;4;4;4;5;4
1331;1;6;355_6;26;1;7;;;;;2;1;1;1;2;5;4;4;5;4;5;5;6;5;5;4;4;4;4
1341;1;6;365_6;21;1;7;;;;;1;1;1;2;1;5;5;6;4;4;4;6;5;5;5;6;4;4;4
1351;1;6;375_6;20;2;5;;;;;1;1;1;2;1;5;4;5;5;4;4;3;4;4;5;5;3;4;4
1375;1;6;399_6;23;2;7;;;;;1;1;1;2;1;5;5;5;4;5;6;2;3;5;5;4;3;4;4
1379;1;6;403_6;31;1;8;;;;;3;1;1;1;1;6;5;5;4;3;4;3;4;4;4;4;3;3;4
1383;1;6;407_6;19;2;5;;;;;1;1;2;2;1;6;4;3;4;2;6;4;3;3;3;4;3;4;4
1389;1;6;413_6;19;2;3;;;;;1;1;2;4;1;6;6;6;6;4;6;3;4;7;6;5;5;5;4
1391;1;6;415_6;24;2;7;;;;;1;1;2;2;1;4;4;4;4;4;5;4;4;5;5;4;4;4;4
1393;1;6;417_6;23;2;4;;;;;1;1;1;1;2;5;4;5;;3;6;4;4;5;;5;2;4;4
1397;1;6;421_6;20;2;8;;;;;1;1;1;2;1;6;5;5;4;5;6;5;5;6;5;5;5;5;4
1423;1;6;447_6;22;1;6;;;;;1;1;1;2;1;5;4;5;5;4;5;5;4;4;5;5;4;4;4
1441;1;6;465_6;20;1;5;;;;;1;1;1;2;1;4;3;4;2;4;4;5;4;4;3;4;3;4;4
1459;1;6;483_6;21;2;7;;;;;1;1;1;2;1;5;4;4;4;3;6;2;4;5;5;5;2;4;4
1465;1;6;489_6;18;1;5;;;;;1;1;2;;1;5;5;6;4;4;6;4;5;5;4;4;4;4;4
1493;1;6;517_6;19;2;5;;;;;1;1;1;2;1;5;6;6;6;2;7;5;7;5;5;5;4;4;4
1519;1;6;543_6;21;2;5;;;;;2;1;1;;1;4;5;;5;4;5;4;4;3;4;4;3;4;4
1521;1;6;545_6;22;2;6;;;;;1;1;1;2;1;6;6;6;5;5;6;5;5;6;5;5;4;5;4
1529;1;6;553_6;21;2;5;;;;;1;1;1;2;1;5;5;5;5;4;5;4;4;5;4;4;4;4;4
1;1;1;1_1;1;1;3;1;0.5;;;;;;;;6;5;6;4;5;4;4;6;6;5;5;4;5;5
7;1;1;7_1;3;1;4;;;;;;;;;;7;7;6;6;6;5;6;6;6;6;6;5;6;5
11;1;1;11_1;3;1;4;1;10;;;;;;;;5;6;7;6;5;5;6;6;7;6;7;6;6;5
15;1;1;15_1;2;1;3;1;6;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
17;1;1;17_1;2;1;5;1;20;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
19;1;1;19_1;1;1;3;1;5;;;;;;;;5;5;6;5;4;6;4;4;6;5;6;5;6;5
25;1;1;25_1;2;1;3;1;2.8;;;;;;;;5;5;7;4;3;4;6;5;7;6;6;4;5;5
51;1;1;51_1;3;1;3;1;2;;;;;;;;4;5;5;3;4;3;2;3;4;4;3;3;5;5
53;1;1;53_1;2;1;3;1;45;;;;;;;;4;4;6;5;6;4;5;5;5;5;5;4;4;5
73;1;1;73_1;2;1;3;1;5.5;;;;;;;;5;6;6;5;7;5;5;5;6;5;6;5;6;5
75;1;1;75_1;2;1;3;1;3.5;;;;;;;;6;6;6;3;7;4;6;6;5;4;5;2;5;5
79;1;1;79_1;2;1;3;1;35;;;;;;;;6;6;6;6;6;6;5;5;6;5;5;5;6;5
103;1;1;103_1;2;1;3;1;11;;;;;;;;6;6;6;6;5;6;5;5;5;5;5;6;6;5
107;1;1;107_1;2;1;3;1;16;;;;;;;;6;5;5;5;4;4;5;5;5;5;5;4;5;5
125;1;1;125_1;3;2;3;1;22;;;;;;;;5;5;5;5;5;5;4;5;5;4;5;4;5;5
139;1;1;139_1;2;1;3;1;15;;;;;;;;5;5;6;5;5;6;6;4;6;6;5;5;6;5
141;1;1;141_1;2;1;4;1;0.5;;;;;;;;5;3;5;5;6;5;6;;5;5;;5;5;5
149;1;1;149_1;3;2;3;1;20;;;;;;;;5;6;6;6;6;5;5;6;6;5;6;4;6;5
167;1;1;167_1;1;1;3;1;1;;;;;;;;5;5;6;3;4;5;6;5;5;5;5;4;5;5
173;1;1;173_1;2;1;3;1;0.5;;;;;;;;6;6;6;4;5;5;5;5;6;5;5;4;5;5
175;1;1;175_1;3;2;3;1;5;;;;;;;;3;4;5;6;4;6;3;4;5;3;5;4;5;5
181;1;1;181_1;2;1;3;1;11;;;;;;;;5;5;5;5;3;5;5;5;5;5;4;4;5;5
183;1;1;183_1;3;1;3;1;31;;;;;;;;5;5;5;5;5;4;4;4;5;5;5;5;7;5
187;1;1;187_1;2;1;3;1;6;;;;;;;;4;3;5;2;3;3;3;3;5;3;5;3;5;5
205;1;1;205_1;2;1;4;1;0.9;;;;;;;;5;4;6;6;3;5;5;5;5;6;6;4;6;5
223;1;1;223_1;2;1;3;1;0.4;;;;;;;;4;4;5;4;4;5;4;5;5;5;5;4;5;5
237;1;1;237_1;2;1;3;1;5;;;;;;;;6;6;6;6;5;6;5;6;5;6;6;4;5;5
245;1;1;245_1;2;1;4;1;17;;;;;;;;5;4;5;5;4;5;5;5;5;5;5;4;5;5
247;1;1;247_1;3;1;3;1;29;;;;;;;;4;6;6;4;4;3;4;4;5;5;6;5;5;5
249;1;1;249_1;2;1;4;1;25;;;;;;;;4;6;7;5;7;5;5;6;;5;5;4;5;5
261;1;1;261_1;1;1;3;1;4;;;;;;;;7;7;7;7;6;6;6;5;7;5;5;6;6;5
277;1;1;277_1;2;1;4;1;5;;;;;;;;4;5;6;4;4;4;4;4;;4;5;4;5;5
299;1;1;299_1;2;2;3;1;25;;;;;;;;7;7;6;4;3;5;5;5;7;6;5;4;6;5
301;1;1;301_1;1;1;3;1;75;;;;;;;;6;6;7;4;6;6;5;4;6;5;5;4;6;5
307;1;1;307_1;1;1;5;2;25;;;;;;;;4;3;5;5;4;5;3;3;5;4;5;4;6;5
317;1;1;317_1;2;1;3;1;5;;;;;;;;5;5;6;5;5;6;5;5;5;5;5;5;5;5
321;1;1;321_1;3;1;4;1;6;;;;;;;;5;4;5;4;6;6;5;5;5;3;4;3;4;5
343;1;1;343_1;4;2;3;1;12;;;;;;;;5;4;6;;4;3;5;6;3;4;5;2;4;5
347;1;1;347_1;1;1;3;1;2;;;;;;;;6;6;6;6;6;6;5;5;6;6;5;5;5;5
351;1;1;351_1;1;1;3;1;3;;;;;;;;1;2;7;3;4;5;2;3;5;4;6;1;5;5
367;1;1;367_1;3;1;4;1;2;;;;;;;;4;3;4;5;4;5;3;3;5;5;5;;6;5
371;1;1;371_1;2;1;4;1;3;;;;;;;;3;3;5;;2;5;3;3;3;3;3;2;6;5
383;1;1;383_1;2;1;3;1;4;;;;;;;;5;5;5;6;5;6;6;6;6;6;5;5;6;5
393;1;1;393_1;4;1;3;1;5;;;;;;;;5;5;6;5;4;5;4;4;5;5;5;3;5;5
397;1;1;397_1;2;1;3;1;5.5;;;;;;;;6;6;6;4;4;6;5;4;5;5;5;5;5;5
399;1;1;399_1;2;1;3;1;1;;;;;;;;5;5;6;5;5;4;5;5;5;5;5;4;5;5
403;1;1;403_1;3;2;3;1;30;;;;;;;;6;5;6;6;5;6;6;6;6;6;5;6;6;5
405;1;1;405_1;1;1;3;1;0.5;;;;;;;;5;4;5;5;5;5;5;5;6;5;5;4;5;5
417;1;1;417_1;2;1;3;2;3;;;;;;;;5;6;6;5;4;5;4;4;5;4;5;4;5;5
419;1;1;419_1;3;2;3;1;11;;;;;;;;4;4;5;5;6;6;5;5;5;4;5;4;4;5
423;1;1;423_1;2;1;4;1;20;;;;;;;;5;4;6;5;4;6;4;5;5;5;5;4;5;5
429;1;1;429_1;2;2;3;1;6;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
437;1;1;437_1;2;1;3;1;0.5;;;;;;;;4;5;5;4;2;6;4;5;6;6;6;4;5;5
447;1;1;447_1;2;1;3;1;1;;;;;;;;2;2;3;2;2;5;2;2;6;2;2;2;3;5
459;1;1;459_1;2;1;3;1;17;;;;;;;;5;4;5;6;5;6;5;4;6;5;6;4;6;5
471;1;1;471_1;2;1;3;3;0.2;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
479;1;1;479_1;2;1;4;1;6;;;;;;;;6;6;6;4;4;4;5;5;5;5;5;5;5;5
483;1;1;483_1;1;1;3;1;1;;;;;;;;4;5;7;4;7;5;5;5;6;5;4;4;5;5
493;1;1;493_1;1;1;3;1;1;;;;;;;;4;4;6;3;3;4;3;3;4;4;4;4;5;5
497;1;1;497_1;3;1;3;1;4.5;;;;;;;;3;3;6;4;4;4;5;5;7;7;6;4;6;5
499;1;1;499_1;2;2;3;1;9;;;;;;;;4;4;5;5;4;4;5;4;5;6;5;3;6;5
503;1;1;503_1;1;1;4;1;45;;;;;;;;5;4;5;3;2;4;4;4;5;5;3;2;6;5
505;1;1;505_1;1;1;3;1;1;;;;;;;;5;5;6;5;5;5;4;4;5;5;5;5;5;5
513;1;1;513_1;2;1;3;2;75;;;;;;;;6;6;5;5;6;6;4;5;6;6;4;4;5;5
527;1;1;527_1;2;1;3;1;3;;;;;;;;5;6;6;5;5;5;6;5;6;6;5;5;5;5
531;1;1;531_1;3;1;3;1;8;;;;;;;;7;6;7;7;5;7;5;6;7;5;6;5;7;5
